excel_row,status,db_id,excel_name,excel_city,excel_region,excel_address,db_name,db_city,db_region,db_address
2,exact_match,697792962e40cca8d4f82c97,Abiona Centre For Infant And Early Mental Health Early Learning,Toronto,Toronto,"40 Humewood Dr, Toronto, ON, M6C 2W4",Abiona Centre For Infant And Early Mental Health Early Learning,Toronto,Toronto,"40 Humewood Dr, Toronto, ON, M6C 2W4"
3,exact_match,697792962e40cca8d4f82ca1,Abiona Centre For Infant And Early Mental Health Early Learning,East York,Toronto,"1102 Broadview Ave, East York, ON M4K 2S5",Abiona Centre For Infant And Early Mental Health Early Learning,East York,Toronto,"1102 Broadview Ave, East York, ON M4K 2S5"
4,exact_match,6977928e2e40cca8d4f82457,Absorbent Minds (Op1756925 Ontario Inc.),Scarborough,Toronto,"16 Old Kingston Road, Scarborough, Ontario M1E 3J5",Absorbent Minds (Op1756925 Ontario Inc.),Scarborough,Toronto,"16 Old Kingston Road, Scarborough, Ontario M1E 3J5"
5,exact_match,6977928e2e40cca8d4f82425,Absorbent Minds 2,Scarborough,Toronto,"20 Old Kingston Road, Scarborough, ON M1E 3J5",Absorbent Minds 2,Scarborough,Toronto,"20 Old Kingston Road, Scarborough, ON M1E 3J5"
6,exact_match,6977928e2e40cca8d4f824cb,After Four Children's Enrichment Program,Scarborough,Toronto,"10 Japonica Rd, Scarborough, ON M1R 4R7",After Four Children's Enrichment Program,Scarborough,Toronto,"10 Japonica Rd, Scarborough, ON M1R 4R7"
7,exact_match,6977928e2e40cca8d4f824cc,Albion Heights School Age YMCA,Etobicoke,Toronto,"45 Lynmont Road, Etobicoke, ON M9V 3W9",Albion Heights School Age YMCA,Etobicoke,Toronto,"45 Lynmont Road, Etobicoke, ON M9V 3W9"
8,exact_match,6977928e2e40cca8d4f826e8,Alderwood Action After School,Toronto,Toronto,"544 Horner Ave, Toronto, ON M8W 2C2",Alderwood Action After School,Toronto,Toronto,"544 Horner Ave, Toronto, ON M8W 2C2"
9,exact_match,697792962e40cca8d4f82c24,Alexander Muir Gladstone Jr YMCA,Toronto,Toronto,"108 Gladstone Ave, Toronto, ON M6J 3L2",Alexander Muir Gladstone Jr YMCA,Toronto,Toronto,"108 Gladstone Ave, Toronto, ON M6J 3L2"
10,exact_match,697792962e40cca8d4f82d7f,All About Kids Inc. (1055 Gerrard Street East),Toronto,Toronto,"1055 Gerrard St E, Toronto, ON M4M 1Z7",All About Kids Inc. (1055 Gerrard Street East),Toronto,Toronto,"1055 Gerrard St E, Toronto, ON M4M 1Z7"
11,exact_match,6977928e2e40cca8d4f826e9,Allenby Day Care,Toronto,Toronto,"391 St Clements Ave, Toronto, ON M5N 1M1",Allenby Day Care,Toronto,Toronto,"391 St Clements Ave, Toronto, ON M5N 1M1"
12,exact_match,6977928e2e40cca8d4f82772,Alphabet Academy,Toronto,Toronto,"111 Manor Rd E, Toronto, ON M4S 1R4",Alphabet Academy,Toronto,Toronto,"111 Manor Rd E, Toronto, ON M4S 1R4"
13,exact_match,697792962e40cca8d4f82ca7,Alphabet Station,Toronto,Toronto,"2206 Queen St E, Toronto, ON M4E 1E7",Alphabet Station,Toronto,Toronto,"2206 Queen St E, Toronto, ON M4E 1E7"
14,exact_match,6977928e2e40cca8d4f8260e,Alphabet Treehouse Childcare Centre,Toronto,Toronto,"1780 Avenue Rd, Toronto, ON M5M 3Y9",Alphabet Treehouse Childcare Centre,Toronto,Toronto,"1780 Avenue Rd, Toronto, ON M5M 3Y9"
15,exact_match,697792902e40cca8d4f829cd,Alvin Curling YMCA,Scarborough,Toronto,"50 Upper Rouge Trail, Scarborough, ON M1B6K4",Alvin Curling YMCA,Scarborough,Toronto,"50 Upper Rouge Trail, Scarborough, ON M1B6K4"
16,exact_match,697792962e40cca8d4f82ca9,Angus Valley Montessori,North York,Toronto,"4841 Yonge St, North York, ON M2N 5X2",Angus Valley Montessori,North York,Toronto,"4841 Yonge St, North York, ON M2N 5X2"
17,exact_match,697792902e40cca8d4f828e5,Annunciation Catholic School Before & After Child Care Program,North York,Toronto,"65 Avonwick Gate, North York, ON M3A 2M8",Annunciation Catholic School Before & After Child Care Program,North York,Toronto,"65 Avonwick Gate, North York, ON M3A 2M8"
18,exact_match,6977928e2e40cca8d4f82773,A Place To Play Nursery School Of Bloor West Village,Toronto,Toronto,"680 Annette St, Toronto, ON M6S 2C8",A Place To Play Nursery School Of Bloor West Village,Toronto,Toronto,"680 Annette St, Toronto, ON M6S 2C8"
19,exact_match,6977928e2e40cca8d4f827c9,Apple Jacks Preschool,Toronto,Toronto,"19 Benlamond Ave, Toronto, ON M4E 1Y8",Apple Jacks Preschool,Toronto,Toronto,"19 Benlamond Ave, Toronto, ON M4E 1Y8"
20,exact_match,697792962e40cca8d4f82caa,Ascot Avenue Community Daycare,Toronto,Toronto,"991 St Clair Ave W, Toronto, ON M6E 1A3",Ascot Avenue Community Daycare,Toronto,Toronto,"991 St Clair Ave W, Toronto, ON M6E 1A3"
21,exact_match,697792902e40cca8d4f828e2,Ascot Avenue Community Day Care,Toronto,Toronto,"95 Regal Rd, Toronto, ON M6H 2J6",Ascot Avenue Community Day Care,Toronto,Toronto,"95 Regal Rd, Toronto, ON M6H 2J6"
22,exact_match,697792902e40cca8d4f82813,Aspiring Academics Preschool Inc.,Toronto,Toronto,"262 Woodfield Rd., Toronto, ON M4L 2W7",Aspiring Academics Preschool Inc.,Toronto,Toronto,"262 Woodfield Rd., Toronto, ON M4L 2W7"
23,partial_match,6977928e2e40cca8d4f82774,Aspiring Academics Preschool - Kingston,Scarborough¬†Southwest,Toronto,"2372 Kingston Road, Toronto, ON M1N 1V2",Aspiring Academics Preschool - Kingston,Scarborough Southwest,Toronto,"2372 Kingston Road, Toronto, ON M1N 1V2"
24,exact_match,697792962e40cca8d4f82d80,Aspiring Academics Preschool - Somerset,Davenport,Toronto,"56 Somerset Avenue, Toronto, ON M6H 2R4",Aspiring Academics Preschool - Somerset,Davenport,Toronto,"56 Somerset Avenue, Toronto, ON M6H 2R4"
25,exact_match,6977928e2e40cca8d4f82428,Atelier Childcare Inc.,Toronto,Toronto,"15 Oakmount Rd, Toronto, ON M6P 2M3",Atelier Childcare Inc.,Toronto,Toronto,"15 Oakmount Rd, Toronto, ON M6P 2M3"
26,exact_match,6977928e2e40cca8d4f8248b,Atelier Kids Inc.,Toronto,Toronto,"34 Madison Ave, Toronto M5R 2S1",Atelier Kids Inc.,Toronto,Toronto,"34 Madison Ave, Toronto M5R 2S1"
27,exact_match,6977928e2e40cca8d4f8248d,Avalon Children's Montessori School,Toronto,Toronto,"31 Wood Glen Road, Toronto, ON M1N 2V8",Avalon Children's Montessori School,Toronto,Toronto,"31 Wood Glen Road, Toronto, ON M1N 2V8"
28,exact_match,6977928e2e40cca8d4f824a4,"Avondale Public School, Extended Day Program",North York,Toronto,"171 Avondale Ave, North York, ON M2N 2V4","Avondale Public School, Extended Day Program",North York,Toronto,"171 Avondale Ave, North York, ON M2N 2V4"
29,exact_match,6977928e2e40cca8d4f826ee,B.F. Toronto Centre For Early Childhood Education,Etobicoke,Toronto,"45 Golfdown Dr, Etobicoke, ON M9W 2H8",B.F. Toronto Centre For Early Childhood Education,Etobicoke,Toronto,"45 Golfdown Dr, Etobicoke, ON M9W 2H8"
30,exact_match,697792902e40cca8d4f82814,Bais Yaakov Elementary School,North York,Toronto,"15 Saranac Blvd, North York, ON M6A 2G4",Bais Yaakov Elementary School,North York,Toronto,"15 Saranac Blvd, North York, ON M6A 2G4"
31,exact_match,697792902e40cca8d4f82835,Balmy Beach Community Day Care Centre,Toronto,Toronto,"14 Pine Ave, Toronto, ON M4E 1L6",Balmy Beach Community Day Care Centre,Toronto,Toronto,"14 Pine Ave, Toronto, ON M4E 1L6"
32,exact_match,6977928e2e40cca8d4f8242a,Bayview Glen,North York,Toronto,"275 Duncan Mill Rd, North York, ON M3B 3H9",Bayview Glen,North York,Toronto,"275 Duncan Mill Rd, North York, ON M3B 3H9"
33,exact_match,6977928e2e40cca8d4f8242b,Beaches Montessori School Incorporated,Toronto,Toronto,"950 Kingston Rd, Toronto, ON M4E 1S8",Beaches Montessori School Incorporated,Toronto,Toronto,"950 Kingston Rd, Toronto, ON M4E 1S8"
34,exact_match,6977928e2e40cca8d4f8242c,Beaches Montessori School South,Toronto,Toronto,"995 Kingston Rd, Toronto, ON M4E 1S5",Beaches Montessori School South,Toronto,Toronto,"995 Kingston Rd, Toronto, ON M4E 1S5"
35,exact_match,6977928e2e40cca8d4f826ef,Beatty Buddies Daycare,Toronto,Toronto,"55 Woodington Ave, Toronto, ON M4C 3J6",Beatty Buddies Daycare,Toronto,Toronto,"55 Woodington Ave, Toronto, ON M4C 3J6"
36,exact_match,6977928e2e40cca8d4f82777,Bennington Heights Child Care Centre,East York,Toronto,"76 Bennington Heights Dr, East York, ON M4G 2Y7",Bennington Heights Child Care Centre,East York,Toronto,"76 Bennington Heights Dr, East York, ON M4G 2Y7"
37,exact_match,6977928e2e40cca8d4f82778,Beth Sholom First Foundations Community Preschool,Toronto,Toronto,"Beth Sholom Synagogue, 1445 Eglinton Ave W, Toronto, ON M6C 2E6",Beth Sholom First Foundations Community Preschool,Toronto,Toronto,"Beth Sholom Synagogue, 1445 Eglinton Ave W, Toronto, ON M6C 2E6"
38,exact_match,697792902e40cca8d4f828e8,Beverly Glen YMCA,Scarborough,Toronto,"85 Beverly Glen Blvd, Scarborough, ON M1W 1W4",Beverly Glen YMCA,Scarborough,Toronto,"85 Beverly Glen Blvd, Scarborough, ON M1W 1W4"
39,exact_match,697792962e40cca8d4f82cad,Big Dreams Early Learning Centre,Scarborough,Toronto,"1703 Victoria Park Ave, Scarborough, ON M1R 1R9",Big Dreams Early Learning Centre,Scarborough,Toronto,"1703 Victoria Park Ave, Scarborough, ON M1R 1R9"
40,exact_match,6977928e2e40cca8d4f824a5,"Birch Cliff Public School, Extended Day Program",Scarborough,Toronto,"1650 Kingston Rd, Scarborough, ON M1N 1S2","Birch Cliff Public School, Extended Day Program",Scarborough,Toronto,"1650 Kingston Rd, Scarborough, ON M1N 1S2"
41,exact_match,6977928e2e40cca8d4f82779,Birchmount Bluffs Neighbourhood Centre Community Nursery School,Scarborough,Toronto,"93 Birchmount Rd, Scarborough, ON M1N 3J7, Canada",Birchmount Bluffs Neighbourhood Centre Community Nursery School,Scarborough,Toronto,"93 Birchmount Rd, Scarborough, ON M1N 3J7, Canada"
42,exact_match,6977928e2e40cca8d4f826f1,Blaydon Community Day Care Centre,North York,Toronto,"25 Blaydon Ave, North York, ON M3M 2C9",Blaydon Community Day Care Centre,North York,Toronto,"25 Blaydon Ave, North York, ON M3M 2C9"
43,exact_match,697792902e40cca8d4f828ea,Blessed Pier Giorgio Frassati Extended Day Program,Scarborough,Toronto,"8 Seasons Dr, Scarborough, ON M1X 1X4",Blessed Pier Giorgio Frassati Extended Day Program,Scarborough,Toronto,"8 Seasons Dr, Scarborough, ON M1X 1X4"
44,exact_match,6977928e2e40cca8d4f82459,Bloomsbury Academy,Toronto,Toronto,"29 Dalhousie St, Toronto, ON M5B 2R1",Bloomsbury Academy,Toronto,Toronto,"29 Dalhousie St, Toronto, ON M5B 2R1"
45,exact_match,697792902e40cca8d4f82818,Blossoming Minds Learning Centre Inc.,Toronto,Toronto,"1530 Danforth Ave, Toronto, ON M4J 1N4",Blossoming Minds Learning Centre Inc.,Toronto,Toronto,"1530 Danforth Ave, Toronto, ON M4J 1N4"
46,exact_match,6977928e2e40cca8d4f82770,Blue Bell Academy - Upper Beaches,Toronto,Toronto,"2191 Gerrard St E, Toronto, ON M4E 2C6",Blue Bell Academy - Upper Beaches,Toronto,Toronto,"2191 Gerrard St E, Toronto, ON M4E 2C6"
47,exact_match,697792902e40cca8d4f827e1,Blue Bell Academy - Leslieville,Toronto,Toronto,1415 Gerrard St E,Blue Bell Academy - Leslieville,Toronto,Toronto,1415 Gerrard St E
48,exact_match,697792902e40cca8d4f82809,Blue Bell Academy Inc.,Toronto,Toronto,"2191 Gerrard St E, Toronto, ON M4E 2C6, Canada",Blue Bell Academy Inc.,Toronto,Toronto,"2191 Gerrard St E, Toronto, ON M4E 2C6, Canada"
49,exact_match,697792962e40cca8d4f82d81,Blue Wave Child Care Centre,North York,Toronto,"50 Duncairn Rd, North York, ON M3B 1C8",Blue Wave Child Care Centre,North York,Toronto,"50 Duncairn Rd, North York, ON M3B 1C8"
50,exact_match,6977928e2e40cca8d4f8242f,Bluffer's Park Montessori School,Scarborough,Toronto,"2857 Kingston Rd, Scarborough, ON M1M 1N3",Bluffer's Park Montessori School,Scarborough,Toronto,"2857 Kingston Rd, Scarborough, ON M1M 1N3"
51,exact_match,6977928e2e40cca8d4f82441,Boardwalk Montessori School Inc.,Toronto,Toronto,"1975 Queen Street East, Waverley Rd, Toronto, ON M4L 3T2",Boardwalk Montessori School Inc.,Toronto,Toronto,"1975 Queen Street East, Waverley Rd, Toronto, ON M4L 3T2"
52,exact_match,6977928e2e40cca8d4f824a7,"Bowmore Road Junior And Senior Public School, Extended Day Program",Toronto,Toronto,"80 Bowmore Rd, Toronto, ON, M4L3J2","Bowmore Road Junior And Senior Public School, Extended Day Program",Toronto,Toronto,"80 Bowmore Rd, Toronto, ON, M4L3J2"
53,exact_match,6977928e2e40cca8d4f824cd,Brian Drive School Age Program (YMCA),North York,Toronto,"95 Brian Drive, North York, ON M2J 3Y6",Brian Drive School Age Program (YMCA),North York,Toronto,"95 Brian Drive, North York, ON M2J 3Y6"
54,exact_match,6977928e2e40cca8d4f8277c,Bridlegrove Daycare Centre,Scarborough,Toronto,"2575 Pharmacy Avenue, Scarborough, Ontario M1W 2K2",Bridlegrove Daycare Centre,Scarborough,Toronto,"2575 Pharmacy Avenue, Scarborough, Ontario M1W 2K2"
55,exact_match,697792902e40cca8d4f8281a,Bridlewood Jr YMCA,Scarborough,Toronto,"60 Bridlewood Boulevard, Scarborough, ON M1T 1P7",Bridlewood Jr YMCA,Scarborough,Toronto,"60 Bridlewood Boulevard, Scarborough, ON M1T 1P7"
56,exact_match,697792902e40cca8d4f828eb,Brimwood School Age YMCA,Scarborough,Toronto,"151 Brimwood Blvd, Scarborough, ON M1V 1C5",Brimwood School Age YMCA,Scarborough,Toronto,"151 Brimwood Blvd, Scarborough, ON M1V 1C5"
57,exact_match,697792902e40cca8d4f828ec,Broadlands School Age Program YMCA,North York,Toronto,"106 Broadlands Avenue, North York, ON M3A 1J7",Broadlands School Age Program YMCA,North York,Toronto,"106 Broadlands Avenue, North York, ON M3A 1J7"
58,exact_match,6977928e2e40cca8d4f826f5,Brock Early Learning Centre,Toronto,Toronto,"93 Margueretta St, Toronto, ON M6H 1B9",Brock Early Learning Centre,Toronto,Toronto,"93 Margueretta St, Toronto, ON M6H 1B9"
59,exact_match,6977928e2e40cca8d4f824a9,"Brookmill Boulevard Junior Public School, Extended Day Program",Scarborough,Toronto,"25 Brookmill Blvd, Scarborough, ON M1W 2L5","Brookmill Boulevard Junior Public School, Extended Day Program",Scarborough,Toronto,"25 Brookmill Blvd, Scarborough, ON M1W 2L5"
60,exact_match,697792962e40cca8d4f82c29,Brookside Child Care Centre,Scarborough,Toronto,"75 Oasis Blvd, Scarborough, ON M1X 0A3",Brookside Child Care Centre,Scarborough,Toronto,"75 Oasis Blvd, Scarborough, ON M1X 0A3"
61,exact_match,697792902e40cca8d4f829ce,Buchanan Extended Day & School Age Program,Scarborough,Toronto,"4 Bucannan Road, Scarborough, ON M1R 3V3",Buchanan Extended Day & School Age Program,Scarborough,Toronto,"4 Bucannan Road, Scarborough, ON M1R 3V3"
62,exact_match,6977928e2e40cca8d4f826f8,Buds And Blossoms,Toronto,Toronto,"517 Parliament St, Toronto, ON M4X 1P3",Buds And Blossoms,Toronto,Toronto,"517 Parliament St, Toronto, ON M4X 1P3"
63,exact_match,6977928e2e40cca8d4f82782,Bumble Bee Garden Child Care Ltd.,Toronto,Toronto,"1275 Dundas St W, Toronto, ON M6J 1X7",Bumble Bee Garden Child Care Ltd.,Toronto,Toronto,"1275 Dundas St W, Toronto, ON M6J 1X7"
64,exact_match,6977928e2e40cca8d4f826f9,C.D.Farquharson Jr YMCA,Scarborough,Toronto,"1965 Brimley Road, Scarborough, ON M1S 2B1",C.D.Farquharson Jr YMCA,Scarborough,Toronto,"1965 Brimley Road, Scarborough, ON M1S 2B1"
65,exact_match,697792962e40cca8d4f82c2a,Calico Saints Child Care Centre,North York,Toronto,"35 Calico Dr, North York, ON M3L 1V5",Calico Saints Child Care Centre,North York,Toronto,"35 Calico Dr, North York, ON M3L 1V5"
66,exact_match,697792962e40cca8d4f82d82,Cambridge Place Centre For Early Learning,Scarborough,Toronto,"30 Denton Ave, Scarborough, ON M1L 4P2",Cambridge Place Centre For Early Learning,Scarborough,Toronto,"30 Denton Ave, Scarborough, ON M1L 4P2"
67,exact_match,697792902e40cca8d4f828bf,Campus Community Co-Operative Day Care,Toronto,Toronto,"370 Huron St, Toronto, ON M5S 2G4",Campus Community Co-Operative Day Care,Toronto,Toronto,"370 Huron St, Toronto, ON M5S 2G4"
68,exact_match,697792962e40cca8d4f82cbb,Candy Factory Swallows Day Care (The),Toronto,Toronto,"1411 Bloor St W, Toronto, ON M6P 3L4",Candy Factory Swallows Day Care (The),Toronto,Toronto,"1411 Bloor St W, Toronto, ON M6P 3L4"
69,exact_match,697792962e40cca8d4f82c2b,Carefree Preschool,Etobicoke,Toronto,"370 Dixon Rd, Etobicoke, ON M9R 1T2",Carefree Preschool,Etobicoke,Toronto,"370 Dixon Rd, Etobicoke, ON M9R 1T2"
70,exact_match,697792902e40cca8d4f828ee,Castlebar YMCA,Etobicoke,Toronto,"70 Chartwell Road, Etobicoke, ON M8Z 4G6",Castlebar YMCA,Etobicoke,Toronto,"70 Chartwell Road, Etobicoke, ON M8Z 4G6"
71,exact_match,6977928e2e40cca8d4f824ab,"Cedarvale Community School, Extended Day Program",York,Toronto,"145 Ava Rd, York, ON, M6C 1W4","Cedarvale Community School, Extended Day Program",York,Toronto,"145 Ava Rd, York, ON, M6C 1W4"
72,exact_match,697792902e40cca8d4f82977,Centennial College East York Day Care (Plains Rd),East York,Toronto,"520 Plains Rd, East York, ON M4C 2Z1",Centennial College East York Day Care (Plains Rd),East York,Toronto,"520 Plains Rd, East York, ON M4C 2Z1"
73,exact_match,6977928e2e40cca8d4f82785,Central Montessori School,Thornhill,Toronto,"72 Steeles Ave. West, Thornhill, ON L4J 1A1",Central Montessori School,Thornhill,Toronto,"72 Steeles Ave. West, Thornhill, ON L4J 1A1"
74,exact_match,6977928e2e40cca8d4f82476,Central Montessori Schools - Maplehurst Campus,North York,Toronto,"181 Maplehurst Avenue, North York, ON, M2N 3C1",Central Montessori Schools - Maplehurst Campus,North York,Toronto,"181 Maplehurst Avenue, North York, ON, M2N 3C1"
75,exact_match,6977928e2e40cca8d4f82786,Central Montessori Schools - Willowdale Campus,North York,Toronto,"157 Willowdale Ave., North York, ON M2N 4Y7",Central Montessori Schools - Willowdale Campus,North York,Toronto,"157 Willowdale Ave., North York, ON M2N 4Y7"
76,exact_match,697792962e40cca8d4f82cc0,Central Montessori Schools - York Mills Campus,Toronto,Toronto,"18 Coldwater Rd., Toronto, ON M3B 1Y7",Central Montessori Schools - York Mills Campus,Toronto,Toronto,"18 Coldwater Rd., Toronto, ON M3B 1Y7"
77,exact_match,697792962e40cca8d4f82c2e,Centre De La Petite Enfance - Les Amis Du Monde,Toronto,Toronto,"55 Pelham Ave, Toronto, ON M6N 1A5",Centre De La Petite Enfance - Les Amis Du Monde,Toronto,Toronto,"55 Pelham Ave, Toronto, ON M6N 1A5"
78,exact_match,6977928e2e40cca8d4f826fc,Centro Clinton Day Care Centre,Toronto,Toronto,"460 Manning Ave, Toronto, ON M6G 2L7",Centro Clinton Day Care Centre,Toronto,Toronto,"460 Manning Ave, Toronto, ON M6G 2L7"
79,exact_match,697792962e40cca8d4f82cc1,Chabad Lubavitch Of York Mills,North York,Toronto,"2437 Bayview Ave, North York, ON M2L 1A5",Chabad Lubavitch Of York Mills,North York,Toronto,"2437 Bayview Ave, North York, ON M2L 1A5"
80,exact_match,697792962e40cca8d4f82d83,Chabad Of Midtown,York,Toronto,"544 St Clair Ave W, York, ON M6C 1A5",Chabad Of Midtown,York,Toronto,"544 St Clair Ave W, York, ON M6C 1A5"
81,exact_match,6977928e2e40cca8d4f82787,Chabad Of Midtown - Bathurst,Toronto,Toronto,"1344 Bathurst St, Toronto, ON M5R 3H7",Chabad Of Midtown - Bathurst,Toronto,Toronto,"1344 Bathurst St, Toronto, ON M5R 3H7"
82,exact_match,697792902e40cca8d4f82815,Chabad Of Midtown - St Clair,Toronto,Toronto,"544 St Clair Ave W, York, ON M6C 1A5",Chabad Of Midtown - St Clair,Toronto,Toronto,"544 St Clair Ave W, York, ON M6C 1A5"
83,exact_match,697792902e40cca8d4f82839,Champions Children's Centre,Toronto,Toronto,"9 Grenoble Dr, Toronto, ON M3C 1C3",Champions Children's Centre,Toronto,Toronto,"9 Grenoble Dr, Toronto, ON M3C 1C3"
84,exact_match,6977928e2e40cca8d4f826ff,Chester Jr YMCA,East York,Toronto,"115 Gowan Ave, East York, ON M4K 2E4",Chester Jr YMCA,East York,Toronto,"115 Gowan Ave, East York, ON M4K 2E4"
85,exact_match,697792902e40cca8d4f82890,Children's Creative Corner Co-Op Nursery School,Toronto,Toronto,"125 Evelyn Crescent, Toronto, ON M6P 3E3",Children's Creative Corner Co-Op Nursery School,Toronto,Toronto,"125 Evelyn Crescent, Toronto, ON M6P 3E3"
86,exact_match,6977928e2e40cca8d4f82477,Children's Garden Junior School - Early Start,Toronto,Toronto,"670 Eglinton Avenue, Toronto, ON, M4G 2K4",Children's Garden Junior School - Early Start,Toronto,Toronto,"670 Eglinton Avenue, Toronto, ON, M4G 2K4"
87,exact_match,697792902e40cca8d4f828ef,Children Of Tomorrow - John McCrae,Scarborough,Toronto,"425 McCowan Rd, Scarborough, ON M1J 1J1",Children Of Tomorrow - John McCrae,Scarborough,Toronto,"425 McCowan Rd, Scarborough, ON M1J 1J1"
88,exact_match,697792902e40cca8d4f828f0,Childspace Day Care Corporation # 1 (50 Woodmount),Toronto,Toronto,"50 Woodmount Ave, Toronto, ON M4C 3X9",Childspace Day Care Corporation # 1 (50 Woodmount),Toronto,Toronto,"50 Woodmount Ave, Toronto, ON M4C 3X9"
89,exact_match,6977928e2e40cca8d4f82701,Church Street School Day Care Service Inc.,Toronto,Toronto,"83 Alexander St, Toronto, ON M4Y 2C3",Church Street School Day Care Service Inc.,Toronto,Toronto,"83 Alexander St, Toronto, ON M4Y 2C3"
90,exact_match,697792902e40cca8d4f8283b,BrightPath Academy The Beach Child Care Centre,Toronto,Toronto,"1923 Queen Street East, Toronto, ON M4L 1H3",BrightPath Academy The Beach Child Care Centre,Toronto,Toronto,"1923 Queen Street East, Toronto, ON M4L 1H3"
91,exact_match,6977928e2e40cca8d4f82788,Columbus Early Learning Centres - Casa Del Zotto Childcare Centre,North York,Toronto,"3010 Dufferin St, North York, ON M6B 3T5",Columbus Early Learning Centres - Casa Del Zotto Childcare Centre,North York,Toronto,"3010 Dufferin St, North York, ON M6B 3T5"
92,exact_match,697792902e40cca8d4f828f3,Columbus Early Learning Centres - Regina Mundi,North York,Toronto,"60 Playfair Ave, North York, ON M6B 2P9",Columbus Early Learning Centres - Regina Mundi,North York,Toronto,"60 Playfair Ave, North York, ON M6B 2P9"
93,exact_match,697792902e40cca8d4f828f4,Columbus Early Learning Centres - St Charles,North York,Toronto,"50 Claver Ave, North York, ON M6B 2W1",Columbus Early Learning Centres - St Charles,North York,Toronto,"50 Claver Ave, North York, ON M6B 2W1"
94,exact_match,697792902e40cca8d4f828f5,Columbus Early Learning - St Raphael,York Centre,Toronto,"3 Gade Dr, North York, ON M3M 2K2",Columbus Early Learning - St Raphael,York Centre,Toronto,"3 Gade Dr, North York, ON M3M 2K2"
95,exact_match,697792902e40cca8d4f82978,Community Centre 55-Adam Beck,Toronto,Toronto,"79 Lawlor Ave, Toronto, ON M4E 3L8",Community Centre 55-Adam Beck,Toronto,Toronto,"79 Lawlor Ave, Toronto, ON M4E 3L8"
96,exact_match,6977928e2e40cca8d4f82703,Community Centre 55 - Children Services (97 Main Street),Toronto,Toronto,"97 Main St #55, Toronto, ON M4E 2V6",Community Centre 55 - Children Services (97 Main Street),Toronto,Toronto,"97 Main St #55, Toronto, ON M4E 2V6"
97,exact_match,697792902e40cca8d4f828f6,Community Centre 55 - Kimberly Public School,Toronto,Toronto,"50 Swanwick Avenue, Toronto, Ontario M4E 2Z5",Community Centre 55 - Kimberly Public School,Toronto,Toronto,"50 Swanwick Avenue, Toronto, Ontario M4E 2Z5"
98,exact_match,6977928e2e40cca8d4f82789,Community Centre 55 -Ted Reeves Arena,Toronto,Toronto,"175 Main St, Toronto, ON M4E 2W2",Community Centre 55 -Ted Reeves Arena,Toronto,Toronto,"175 Main St, Toronto, ON M4E 2W2"
99,exact_match,697792902e40cca8d4f82823,Cottingham Child Care Centre,Toronto,Toronto,"85 Birch Ave, Toronto, ON M4V 1E3",Cottingham Child Care Centre,Toronto,Toronto,"85 Birch Ave, Toronto, ON M4V 1E3"
100,exact_match,697792902e40cca8d4f828f7,Crestview School Age Program YMCA,North York,Toronto,"101 Seneca Hill Drive, North York, ON M2J 2W3",Crestview School Age Program YMCA,North York,Toronto,"101 Seneca Hill Drive, North York, ON M2J 2W3"
101,exact_match,697792962e40cca8d4f82ccd,Curious Caterpillars - College View,Toronto,Toronto,"28 College View Ave, Toronto, ON M5P 1J4",Curious Caterpillars - College View,Toronto,Toronto,"28 College View Ave, Toronto, ON M5P 1J4"
102,exact_match,697792902e40cca8d4f8280b,Curious Caterpillars - Petman Avenue,Toronto,Toronto,"87 Petman Ave, Toronto, ON M4S 2S9",Curious Caterpillars - Petman Avenue,Toronto,Toronto,"87 Petman Ave, Toronto, ON M4S 2S9"
103,exact_match,697792902e40cca8d4f827e5,Curlew Montessori School,North York,Toronto,"81 Curlew Dr, North York, ON M3A 2P8",Curlew Montessori School,North York,Toronto,"81 Curlew Dr, North York, ON M3A 2P8"
104,exact_match,697792902e40cca8d4f8283e,David Lewis Jr YMCA,Scarborough,Toronto,"130 Fundy Bay Boulevard, Scarborough, ON M1W 3G1",David Lewis Jr YMCA,Scarborough,Toronto,"130 Fundy Bay Boulevard, Scarborough, ON M1W 3G1"
105,exact_match,697792962e40cca8d4f82c34,Davisville Care Programme Inc.,Toronto,Toronto,"50 Davisville Avenue, Toronto, ON M4S 1E8",Davisville Care Programme Inc.,Toronto,Toronto,"50 Davisville Avenue, Toronto, ON M4S 1E8"
106,exact_match,697792902e40cca8d4f828f9,Daystrom Childcare Centre,North York,Toronto,"25 Daystrom Dr, North York, ON M9M 2K8",Daystrom Childcare Centre,North York,Toronto,"25 Daystrom Dr, North York, ON M9M 2K8"
107,exact_match,697792902e40cca8d4f8283f,Dearham Wood Daycare,Scarborough,Toronto,"66 Dearham Wood, Scarborough, ON M1E 1S4",Dearham Wood Daycare,Scarborough,Toronto,"66 Dearham Wood, Scarborough, ON M1E 1S4"
108,exact_match,697792902e40cca8d4f82825,Denlow Community Child Care Centre,North York,Toronto,"50 Denlow Blvd, North York, ON M3B 1P7",Denlow Community Child Care Centre,North York,Toronto,"50 Denlow Blvd, North York, ON M3B 1P7"
109,exact_match,697792902e40cca8d4f828fa,Derrydown School Age YMCA,North York,Toronto,"120 Derrydown Road, North York, ON M3J 1R7",Derrydown School Age YMCA,North York,Toronto,"120 Derrydown Road, North York, ON M3J 1R7"
